ALDH1A1	ALDH1A1
TNK2	CLTC
TXN	GFER
TXN	COPS5
ZFP161	ZNF295
EYA1	SIX2
PTK7	PTK7
EPN1	CLTC
DNMT3B	SMARCA5
DNMT3B	SUV39H1
DNMT3B	HDAC2
TBXA2R	RAB11A
CFH	THBS1
NFATC2	FOXP3
MYO9B	ARFGEF1
CHD4	SMARCA4
TBXA2R	NME2
EPN2	CLTC
THY1	ITGAV
THY1	ITGB3
CHAF1A	TRIM28
CHD4	HDAC1
OASL	MBD1
MAPK6	XPO1
ZNF148	STAT3
CLINT1	CLTC
LEPR	LEPR
ANGPT1	ITGA5
IRF4	MYD88
CDK1	TK1
NOS2	RAC2
PRKACA	CLDN3
NEO1	NTN3
CD1B	PSAP
CTTN	ACTA1
ATXN1	TCAP
BNIP1	STX18
PLK3	MAP2K1
PLK3	MAPK1
BNIP1	NAPA
TMSB10	TMOD1
FBN1	HSPG2
ATXN1	CCNK
MAP3K7	HIPK2
NFYB	C1QBP
TIMP4	MMP14
MAP3K7	IL17RD
ATXN1	LDB1
COIL	PIAS4
NOTCH4	SMAD3
NOTCH4	SMAD4
NOTCH4	SMAD2
NOV	GJA1
ERBB3	RNF41
TNFSF11	MMP3
GGA2	CLTC
TNFSF11	MMP7
ADCY6	RAF1
ERG	JUN
TNFRSF11B	VWF
TNFRSF11B	THBS1
TNFRSF11B	VTN
TNFRSF11B	FN1
PON1	APOA1
NCALD	CLTC
GTF2I	SMAD2
GOLGA1	GOLGA1
SEMA3C	NRP1
SEMA3C	NRP2
NRD1	POMC
NRD1	PDYN
NRD1	CALCA
HIP1R	CLTC
MYF6	ID1
MYF6	ID2
MYF6	ID3
MYOG	ID1
MYOG	ID2
SNCAIP	SIAH1
MCC	NFKBIB
SPAG9	NFKB1
FKBP5	CHUK
GGA3	CLTC
TRAF7	TRAF7
MAP3K7IP1	TRAF2
TRAF2	WDR65
CASP4	IL18
CHUK	HSP90AA1
IKBKG	HSP90AA1
IKBKB	HSP90AA1
RIPK1	HSP90AA1
SNX9	CLTC
CASP4	PLA2G4A
NCOA3	PIN1
NCOA3	E2F1
NFKBIE	REL
NFKB1	NFKBIA
RELA	NFKBIA
SLC25A5	NFKBIA
NFKBIA	PTPN13
VCP	NFKBIA
SCNN1B	ANK3
GGA1	CLTC
DSCAM	PAK1
SCNN1B	NFASC
NFATC3	TTF1
BTF3	POLR2B
IKBKB	NFKBIA
SF3A2	SF3A1
BTRC	NFKBIA
GRIN1	CLTC
NFKB1	RELA
MAP3K8	NFKB1
RGS4	CALM1
ERN1	COPS5
TNIP2	NFKB1
VAV1	ACTA1
DNAJC6	CLTC
MAP2K5	MAP3K2
CDKN2D	CDK4
RELA	NFKB2
NKRF	NFKB2
BTRC	NFKB2
RELB	NFKB2
NFKBIE	NFKB2
CLTC	TFAP2A
APBB1	ENAH
PVRL2	CD226
PDZK1	SSTR5
PDZK1	SLC22A5
PARP1	RELA
CREBBP	RELA
CHUK	RELA
NFKBIB	RELA
TRADD	TNFRSF1A
HIP1	CLTA
MAP3K14	IKBKG
CDC37	IKBKG
TUBA1B	EPN2
TRAF1	TNFRSF1B
TRAF2	TNFRSF1B
TNIP2	MAP3K8
HSPA8	CLTA
ADAM12	EGF
ADAM12	PACSIN3
NCOA3	CHUK
MAP3K14	CHUK
NFKBIB	CHUK
TRAF1	TRAF2
BTRC	NFKBIB
HIP1R	CLTA
IKBKB	NFKBIB
TRADD	TRADD
TRAF2	TRADD
TRAF2	TRAF2
UGP2	UGP2
TANK	TRAF2
MAP3K14	MAP3K14
TRAF3	MAP3K14
PAICS	PAICS
ATXN1	LRSAM1
PSMC6	PSMC6
KCTD5	KCTD5
GORASP2	KCTD5
ADRM1	UCHL5
ADRM1	PSMD1
PSMD13	PSMD12
MAP2K5	MAP3K3
MAGOHB	RBM8A
HIP1	CLTB
TRAF7	MAP3K3
TBK1	TANK
MAP3K7IP1	MAP3K7
MAP3K7IP2	MAP3K7
IKBKB	IKBKB
NR1I3	NCOA1
NR1I3	PPARGC1A
NR1I3	MED1
MAP3K14	IKBKB
HIP1R	CLTB
CDC37	IKBKB
IKBKG	IKBKG
NPHS1	IQGAP1
NPHS1	NPHS1
SIRPB1	SIRPB1
SFRS11	RNPS1
IL18BP	IL1F7
CLCN7	PACS1
KLF6	HDAC3
KLF6	TP53
ATXN1	EIF1AY
ITM2B	APP
ADAMTS13	VWF
PRKAB1	PRKAA2
PRKAG1	PRKAA2
ATP6V0E1	ATP6V1E1
CLDN16	TJP1
CLTB	CALM1
ITGA9	SAT1
TNFRSF14	BTLA
DUSP4	MAPK8
DUSP4	MAPK9
CPT1A	BCL2
DUSP7	MAPK14
DUSP7	MAPK8
RECQL	RPA1
PFN1	ACTA1
MMP9	COL4A3
AGXT	PEX5
SPAST	SSNA1
PHOX2A	PHOX2A
EPHB6	GRB2
EPHB6	CRKL
EPHB6	CRK
PRND	RPSA
APBA3	BCR
RBP2	LRAT
CD93	COL4A3
GOSR2	ARF1
TCF20	ESR1
INCENP	AURKC
PNLIPRP2	CLPS
AKAP13	YWHAB
AKAP13	YWHAE
AKAP13	YWHAZ
CD2BP2	PRPF6
CD2BP2	TXNL4A
AKAP8	CASP3
DCN	COL4A3
CYLD	TRAIP
CYLD	IKBKG
CYLD	TRAF2
TRIP11	ARNT
WASF3	PIK3R2
WASF3	PIK3R1
ALDH2	CRMP1
ALDH2	EIF6
FN1	COL4A3
ALDH2	C14orf1
ACTG1	ACTG1
ACTG1	ACTB
ACTG1	PFN2
ACTG1	CFL1
ACTG1	CFL2
ACTG1	EIF6
ACTG1	SH3GL2
ACTG1	PRSS23
ACTN1	MAGEA11
FBLN2	COL4A3
ACTN1	XRCC4
ACTB	ACTB
ACTB	CFL1
ACTB	CFL2
ACTB	DSTN
APEH	APEH
APEH	KIAA0174
APEH	UBA5
ARF1	EEF1G
ZFHX3	NINL
MFAP2	COL4A3
ACY1	TTC1
APLP1	PNP
APLP1	TK1
APLP1	ZNF24
APLP1	SAT1
APLP1	HSPE1
APLP1	EIF2S2
APLP1	PCDHA4
AGT	EWSR1
ANXA3	TP53
OSM	COL4A3
ANXA3	UNC119
ANXA3	UBR1
SLC9A1	MDFI
AQP1	TRIP6
AQP1	EFEMP2
AQP1	MDFI
AQP1	KCTD17
AQP1	KRTAP4-12
AQP1	CCDC85B
ARRB1	GNMT
SERPINE2	COL4A3
ARRB1	ZBTB43
ATP5C1	PTN
ATP5C1	MPP1
ATP5C1	POLA2
ATP5C1	PNO1
ATP6V1E1	XRCC6
ATP6V1E1	ATP6V1G1
TRIM21	NIF3L1
BSG	PDLIM7
KEL	EWSR1
TGFBI	COL4A3
TFF1	UBQLN1
PPP3CA	C16orf74
CAPNS1	CDK4
CALM2	KIAA1683
CALML3	KIAA1683
CAPN3	NECAB2
CPE	RPA1
CPE	UTP14A
CPE	MED31
CPE	POLDIP2
MATN2	COL4A3
CPE	C1orf103
CEACAM5	EWSR1
CSNK2A1	ZHX1
COMT	TRIP13
CDKN1A	CCND2
CDKN1A	TEX11
CDKN1A	CCDC85B
CKS2	EEF1A1
CKS2	UNC119
CKS2	TSC22D4
S100A1	ACTA1
HABP2	COL4A3
MCM2	GNB5
MCM2	MOBKL3
CDC25A	NAA10
CDC42	TP53
CDC42	PDE6D
CDC42	UNC119
CDC42	C14orf1
CDC42	CDC42EP1
CDC42	UBR1
CDC42	EEF1G
COL4A3BP	COL4A3
CDC42	C1orf103
RBL1	BEGAIN
CETP	EWSR1
CNTFR	APPBP2
CNTFR	PLSCR1
CNTFR	KRTAP4-12
COL8A1	EFEMP2
COL8A1	KLHL12
COL8A1	KRTAP4-12
MLH1	AP2B1
ANTXR2	COL4A3
MLH1	TRIM29
MLH1	ZC3H11A
MLH1	FRMD6
MLH1	UBOX5
CKB	ASB9
CKB	SERP2
CKMT2	UNC119
CKMT2	C1orf103
CREB1	VIM
CREB1	CHD3
USH2A	COL4A3
CDK4	BAT3
CDK4	SETDB1
CDK4	VTA1
CCND2	CDKN1B
CCND3	EFEMP2
CCND3	DTNBP1
CCND3	MAF1
PPIA	PRSS23
PPIA	PRR13
S100A8	UNC119
ATXN1	DNAJA3
S100A8	C1orf103
DLST	TUBB2C
DLST	PAK4
DLST	ARIH2
DLST	ZHX1
DLST	ZBTB16
PCBD1	DVL2
PCBD1	FXR2
PCBD1	WDYHV1
ATXN1	ATP6V0D1
PCBD1	NUDT18
PCBD1	GORASP2
PCBD1	NIF3L1
PCBD1	LNX1
GADD45A	DCTN2
DDIT3	CEBPG
DDIT3	C10orf119
DDIT3	BATF
DDIT3	SPOP
DDIT3	HSD17B14
COL4A2	COL4A2
ERCC1	UBL7
EGR2	MED31
EEF1A1	FAS
EEF1A1	PAEP
EEF1A1	TTR
EEF1A1	PFN2
EEF1A1	PTPN4
EEF1A1	RPA2
EEF1A1	RPLP1
EEF1A1	ZNF24
COL4A1	COL4A2
EEF1A1	PQBP1
EEF1A1	LAMA4
EEF1A1	HSPE1
EEF1A1	RFC5
EEF1A1	SSR1
EEF1A1	DYNLL1
EEF1A1	SERPINB9
EEF1A1	ITSN1
EEF1A1	TGIF1
EEF1A1	PAFAH1B3
MMP9	COL4A2
EEF1A1	CCL18
EEF1A1	AXIN1
EEF1A1	EIF3F
EEF1A1	PSMD11
EEF1A1	COX17
EEF1A1	UBQLN4
EEF1A1	TMPRSS3
EEF1A1	LSM3
EEF1A1	PCDHA4
EEF1A1	SDHAF2
CD93	COL4A2
EEF1A1	PSG9
EEF1A1	SULT1E1
EEF1A1	STMN2
EEF1A1	PAPSS1
EEF1A1	ARIH2
EEF1A1	HBXIP
EEF1A1	MAD2L1BP
EEF1A1	-
EEF1A1	RNF10
EEF1A1	TP53BP2
PRKCA	ACTA1
ATXN1	ZNF804A
EEF1A1	BTBD2
EEF1A1	MRPL42
EEF1A1	POLR2C
EEF1A1	TAF9
EEF1A1	TRDMT1
EEF1A1	POLE2
EEF1A1	DLEU1
EEF1A1	RSRC1
EEF1D	CRMP1
FN1	COL4A2
EEF1D	ASCC2
RPS14	TAF9
EMILIN1	NMI
EMILIN1	MTMR9
ENO2	HK1
ENO2	TUBA4A
ENO2	NAT9
RUNX1T1	ABI3
RUNX1T1	TAF9B
RUNX1T1	NECAB2
FBLN2	COL4A2
RUNX1T1	C19orf57
RUNX1T1	WBP11
EWSR1	SLC1A1
EWSR1	NDUFV1
EWSR1	CD177
EWSR1	ELAVL4
EWSR1	PDHX
EWSR1	MTCP1
EWSR1	MAGEA11
EWSR1	RHOXF2
OSM	COL4A2
EWSR1	TMSB4Y
EWSR1	MATK
EWSR1	FASN
EWSR1	VPS72
EWSR1	HMGA1
EWSR1	ZNF165
EWSR1	SMAD4
EWSR1	MYO1F
EWSR1	DFFA
EWSR1	SALL2
SERPINE2	COL4A2
EWSR1	WWP1
EWSR1	WWP2
EWSR1	TULP2
EWSR1	BAD
EWSR1	MSC
EWSR1	RPS15A
EWSR1	ACTL6A
EWSR1	CPSF6
EWSR1	TRIM37
EWSR1	MYOZ2
BGN	COL4A2
EWSR1	TRPV5
EWSR1	DYNLL2
EWSR1	RAB37
EWSR1	RAD23A
EWSR1	MDFI
EWSR1	BNIP3L
EWSR1	HERPUD1
EWSR1	SUV39H2
EWSR1	-
EWSR1	RMND5B
TGFBI	COL4A2
EWSR1	YY1AP1
EWSR1	CNST
EWSR1	FAM131C
EWSR1	PLSCR1
EWSR1	NPPB
EWSR1	GNPDA1
EWSR1	MTMR9
EWSR1	SSBP2
EWSR1	-
EWSR1	RNF183
MATN2	COL4A2
EWSR1	KCNMB1
EWSR1	LILRA3
EWSR1	NBPF3
EWSR1	CCDC7
EWSR1	MNS1
EWSR1	KRR1
EWSR1	NINL
EWSR1	RALYL
EWSR1	CXADR
EWSR1	RBPMS
HABP2	COL4A2
EWSR1	NDUFB1
EWSR1	PGLS
EWSR1	C10orf12
EWSR1	C11orf16
EWSR1	MAPK1IP1L
EWSR1	C18orf10
EWSR1	PRUNE2
EWSR1	CUEDC2
EWSR1	DNAJB3
EWSR1	KHDRBS2
ANTXR2	COL4A2
EWSR1	C19orf57
EWSR1	C19orf50
EWSR1	SLC22A24
EWSR1	MRPS18B
EWSR1	NSUN4
EWSR1	RASL11B
EWSR1	GPBP1L1
EWSR1	TSPAN3
EWSR1	WDR37
EWSR1	ZDHHC3
PRKCE	ACTA1
ATXN1	NUMBL
EWSR1	ELAVL3
EWSR1	CFDP1
EWSR1	SERP2
EWSR1	DMRTB1
EWSR1	NLE1
EWSR1	CCDC91
EWSR1	CPSF7
EWSR1	MYL6
EWSR1	NTNG2
EWSR1	PRTFDC1
ATXN1	ZNF276
EWSR1	RPL31
FAS	CRMP1
GSTP1	PTN
FTH1	CRMP1
FTH1	FXR2
FTH1	GOLM1
FTH1	UBR1
FTH1	BRD7
FGFR3	SLC25A6
FGFR3	RPL8
PNLIP	CLPS
FGFR3	KIAA1377
FOSL1	LDOC1
FOSL1	CALCOCO1
GFAP	VIM
GFAP	PDZK1
GFAP	GRAP2
GFAP	PDLIM1
GFAP	PDLIM7
GFAP	TUBGCP4
GFAP	POM121
LIPF	CLPS
GFAP	RIBC2
GFAP	CEP76
GFAP	SH3YL1
GFAP	KIAA0408
HSPA5	BCAR1
GLUL	GLUL
GLUL	NUDT18
GLUL	PLEKHF2
GSTM4	TP53
GSTM4	TLE1
ATXN1	NCOR1
GSTM4	UNC119
GSTM4	C1orf103
GAPDH	PRDX1
GAPDH	RPA2
GAPDH	TK1
GAPDH	LAMA4
GAPDH	SERPINB9
GAPDH	PAFAH1B3
GAPDH	PSMD11
GAPDH	PCDHA4
ANXA5	COL10A1
GAPDH	HBXIP
GAPDH	BTBD2
GAPDH	ARL15
GPD1	PTN
GYS1	GYG1
GRN	HOXA1
GRN	FAM131C
CEBPG	GRINL1A
CEBPG	MLLT6
GNAI2	MDFI
P4HB	COL10A1
GNAI2	PLSCR1
HSP90AA1	RPS3A
HMOX2	GIT1
HMOX2	EEF1G
HMOX2	MED31
HMOX2	KIAA1377
HMOX2	C1orf103
BAT1	TUBB3
BAT3	SMN1
BAT3	CSTF2
COL4A1	COL7A1
BAT3	IMMT
BAT3	TOMM20
BAT3	STX5
BAT3	IKBKAP
BAT3	EFEMP2
BAT3	SETDB1
BAT3	ARPC3
BAT3	KLHL12
BAT3	FAM173A
BAT4	CCDC85B
COL1A1	COL7A1
RFX2	MDFI
RFX2	RFX6
HOXA1	TRIP6
HOXA1	EFEMP2
HOXA1	LPXN
HOXA1	MDFI
HOXA1	PLSCR1
HOXA1	CHIC2
HOXA1	KRTAP4-12
HOXA1	TRAPPC6A
MMP2	COL7A1
HOXA9	TRIP6
HOXA9	PLSCR1
HOXA9	RBPMS
HOXB6	KRT15
HOXB6	SAT1
HOXB6	PLSCR1
HOXB9	SAT1
HOXB9	MDFI
HOXB9	RBPMS
HOXB9	KRTAP4-12
PRKCD	ACTA1
FN1	COL7A1
MEA1	AP2B1
IGHM	CEP72
IFIT2	IFIT3
ITPKB	PSME3
ISG15	USP18
IL11	MAGEA11
IFIT1	IFIT3
KRT19	KRT15
KRT19	KRT6B
KRT19	PCM1
LAMC2	COL7A1
KRT19	FANCG
KRT19	HGS
KRT19	ABI2
KRT19	FAM107A
KRT19	EXOC8
KRT19	SFI1
KRT19	ZNF638
KRT19	C10orf10
KRT19	DGCR6L
KRT19	USHBP1
LAMB3	COL7A1
KRT15	KRT6A
KRT15	KRT6B
KRT15	KRT18
KRT15	PRPH
KRT15	LDOC1
KRT15	PCM1
KRT15	TSG101
KRT15	PSMC5
KRT15	SMARCD1
KRT15	KRT81
LAMA1	COL7A1
KRT15	ABLIM1
KRT15	PSMA1
KRT15	USP2
KRT15	ABI3
KRT15	CCDC120
KRT15	TXNDC11
KRT15	ABI2
KRT15	NUDT18
KRT15	RCOR3
KRT15	C1orf65
THBS1	COL7A1
KRT15	C1orf216
KRT15	FAM107A
KRT15	EXOC8
KRT15	MAD2L1BP
KRT15	NIF3L1
KRT15	TUBGCP4
KRT15	KIAA1217
KRT15	KIAA1267
KRT15	MCM10
KRT15	RIBC2
LAMA5	COL7A1
KRT15	ZNF638
KRT15	KRT20
KRT15	ARC
KRT15	C10orf10
KRT15	CALCOCO1
KRT15	CCDC101
KRT15	TCHP
KRT15	TEKT4
KRT15	NOC4L
KRT15	AMOTL2
ATXN1	DZIP3
KRT15	FAM164C
KRT15	DGCR6L
KRT15	KIAA0408
KRT15	LNX1
KRT15	RHPN1
KRT15	USHBP1
KRT15	WAC
KRT6A	KRT17
KRT6A	CCDC53
KRT6A	CCDC85B
COL4A1	COL4A1
KRT17	CCDC85B
KRT18	LDOC1
KRT18	HGS
KRT18	EXOC8
KRT18	TUBGCP4
KRT18	NME7
KRT18	CCDC85B
BCR	TP53
BCR	UNC119
XRCC6	PAEP
MMP9	COL4A1
XRCC6	RPLP1
XRCC6	YWHAZ
XRCC6	SERPINB9
XRCC6	PAFAH1B3
MIF	GORASP2
MAX	PLEKHF2
NME1	NME4
NME1	WDYHV1
NME1	GORASP2
NME1	POLR1C
CD93	COL4A1
MCM7	RBM8A
MCM7	MBIP
POLR2L	CCDC85B
MLLT3	MCM6
MLLT3	APPBP2
HNRNPM	LMO3
HNRNPM	RBM4B
NQO2	GORASP2
PTN	GNB2L1
PTN	RPLP1
PLEC1	ACTC1
CYTH1	ACTA1
DCN	COL4A1
PTN	SAT1
PTN	LAMA4
PTN	SSR1
PTN	PTPRS
PTN	TOMM20
PTN	SGTA
PTN	EIF3F
PTN	PSMD11
PTN	UBQLN4
PTN	PSMD2
FN1	COL4A1
PTN	CRELD1
PTN	P4HB
PTN	DNAJB11
PTN	SLC25A36
PTN	PPP2CA
PTN	ARIH2
PTN	MAD2L1BP
PTN	TP53BP2
PTN	CAPZB
PTN	ARL15
FBLN2	COL4A1
PTN	CCDC53
PTN	SGSM2
PTN	TXNDC9
PTN	BCCIP
PTN	GIPC2
PTN	C8orf30A
PTN	LUC7L2
PTN	UTP3
CD177	KCNIP3
HMGB1	UNC119
OSM	COL4A1
HMGB1	C1orf103
NFKBIA	POM121
HNRNPC	HNRNPC
HNRNPC	PHKB
HNRNPC	KRAS
HNRNPC	PIN1
HNRNPC	KPNA3
HNRNPC	AP1M1
HNRNPC	FXR2
HNRNPC	RBM41
SERPINE2	COL4A1
HNRNPC	UBE2I
HNRNPC	RALYL
HNRNPC	LMO3
HNRNPC	ZNF581
HNRNPC	CCDC85B
PNP	TP53
PNP	ZHX1
PNP	CCDC90B
PNP	C1orf103
CRK	BUB1
TGFBI	COL4A1
CRK	PSMC6
CRK	PLSCR1
CRK	DPPA4
BMI1	C1orf103
JUNB	NINL
ZBTB48	DVL3
ZBTB48	$ZBTB8$
ZBTB48	C7orf34
RHOC	ARHGAP1
SPP1	SGTA
MATN2	COL4A1
SPP1	PDLIM7
SPP1	CTNNBL1
NBR1	VTA1
CDK18	CCNK
CDK18	CCDC85B
TAP1	MDFI
TAP1	KRTAP4-12
PEX2	TLE1
PEX2	C14orf1
PPARA	RXRG
HABP2	COL4A1
PPARA	STAC3
PFKL	KRTAP4-12
PAICS	FXR2
PAICS	NUDT18
PAICS	CHD3
PAICS	MOBKL3
PAICS	CEP76
PAICS	LNX1
PHKB	C20orf27
JUP	BIRC2
ATXN1	PUM1
JUP	NFKBIE
JUP	WDYHV1
JUP	CTNNBIP1
JUP	RIBC2
PDGFRB	KRTAP4-12
KCNA4	SAT1
TTR	VIM
TTR	DDR1
TTR	MARK3
TTR	IKBKAP
ATXN1	SAPS2
TTR	ATF4
TTR	SETDB1
TTR	CHD3
PFN2	TERF1
PFN2	SEPT5
PFN2	SGTA
PFN2	RPS10
PFN1	CRMP1
PFN1	UNC119
PFN1	C1orf103
SPTA1	ACTA1
MMP9	COL4A4
PRDX1	IRF3
PSMA3	SNRPF
PTPN4	EEF1G
S100A1	S100P
S100A1	NIF3L1
GNB2L1	GOLM1
GNB2L1	SLC27A6
GNB2L1	TSC22D4
SRGN	SGTA
PPA1	TP53
CD93	COL4A4
PPA1	UNC119
PPA1	SETDB1
UBE2B	CRMP1
UBE2B	UNC119
UBE2B	UBR1
UBE2B	MED31
RAB2A	FAM71C
RAB6A	PMM1
RAP2B	RUNDC3A
RAD51	VIM
DCN	COL4A4
RAD51	CHD3
DPEP1	KIAA1279
RPA1	SELENBP1
RPA1	AKTIP
RPA1	RBM23
RPA1	ASCC2
RPA1	C8orf30A
RPA2	RPLP1
RPA2	TLE1
RPA2	CRMP1
FN1	COL4A4
RPA2	UNC119
RPA2	UTP14A
RPA2	C7orf64
RPA2	MED31
RPA2	COPS6
RPA2	KIAA1377
RPA2	C1orf103
RXRA	UBQLN4
RXRA	TMPRSS3
RXRB	RARA
FBLN2	COL4A4
RXRB	SPOP
RXRG	RARA
LMO2	STAT1
LMO2	EHMT2
LMO2	DAZAP2
LMO2	MAPRE3
LMO2	MAPRE2
RPIA	RPIA
RPIA	STK16
RPIA	FXR2
OSM	COL4A4
RPIA	WDYHV1
RPIA	VTA1
RPIA	NIF3L1
RPIA	LNX1
RPS25	HAP1
RPE	RPE
RPLP0	PAFAH1B2
RPLP1	SAT1
RPLP1	NSF
RPLP1	PFDN1
SERPINE2	COL4A4
RPLP1	NUDT21
RPLP1	BRD7
RPLP1	NUDT3
RPLP1	ASCC2
RPLP1	ATP5J2
RPLP1	C1orf103
SNRPN	TP53
SNRPN	ARL4D
SNRPN	SH3GL3
SNRPN	C1orf103
TGFBI	COL4A4
SNRPA	PTBP1
SNRPA	C19orf43
SRI	CALCOCO2
STX4	NAPA
STX4	VAMP4
TCL1A	CALCOCO2
TCL1A	HIST3H2A
TK1	TP53
TK1	TLE1
TK1	DRAP1
MATN2	COL4A4
TK1	CRMP1
TK1	UNC119
TK1	C14orf1
TK1	SETDB1
TK1	C7orf64
TK1	COPS6
TK1	C1orf103
PRKAR1A	PYCARD
PRKAR1A	C2orf88
PRKAR1A	PLEKHF2
HABP2	COL4A4
NFYA	APPBP2
NFYB	DRAP1
TF	TUBB3
ZFP36	CCDC85B
TPM1	C19orf50
TPM3	TFPT
TPM3	C19orf50
TNNT1	PSMC5
TNNT1	FXR2
TNNT1	NINL
TLN1	ACTA1
ANTXR2	COL4A4
TNNT1	PPFIA1
TNNT1	PLEKHF1
TNNT1	ZMYND19
TNNT1	CCDC85B
TNNI1	CCDC85B
TDO2	ASMTL
TM4SF1	DDR1
TP53	ZNF24
TP53	SAT1
TP53	LAMA4
ATXN1	-
TP53	SERPINB9
TP53	DVL2
TP53	PAFAH1B3
TP53	STX5
TP53	CDKN2C
TP53	CCL18
TP53	EIF2S2
TP53	PSMD11
TP53	ARL3
TP53	COX17
ATXN1	-
TP53	CCT5
TP53	MAGEB18
TP53	PCDHA4
TP53	SULT1E1
TP53	ERH
TP53	HSPB1
TP53	ARIH2
TP53	FXYD6
TP53	MAD2L1BP
TP53	-
COL6A1	COL2A1
TP53	WDR33
TP53	BTBD2
TP53	MPHOSPH6
TP53	DLEU1
U2AF2	SFRS1
U2AF2	DVL2
U2AF2	SRPK2
U2AF2	CHIC2
U2AF2	BEND7
U2AF2	DPPA2
COL9A2	COL2A1
U2AF2	THAP1
U2AF2	KIAA0907
U2AF2	C1orf190
RPS27A	DAZAP2
VIL1	TEX11
VIM	SLC25A6
VIM	MAN2A2
VIM	SUMO3
VIM	ABLIM1
VIM	PSMA1
COL9A3	COL2A1
VIM	SUMO2
VIM	RABAC1
VIM	HMG20B
VIM	GOPC
VIM	ATN1
VIM	ALS2CR11
VIM	PDLIM1
VIM	SERBP1
VIM	FAM107A
VIM	KIF15
MMP13	COL2A1
VIM	FUBP1
VIM	NIF3L1
VIM	TUBGCP4
VIM	SRRT
VIM	RIBC2
VIM	SIRT6
VIM	KRT20
VIM	TCHP
VIM	NOC4L
VIM	APIP
C1QA	COL2A1
VIM	MRPL44
VIM	BHLHE40
VIM	CRCT1
VIM	KIAA0408
VIM	C1orf103
VIM	PUF60
VCL	TRIP6
VCL	ABI2
VCL	C19orf57
ZNF24	HAP1
ATXN1	TBC1D5
ZNF24	CRMP1
ZNF24	UNC119
ZNF24	C14orf1
ZNF24	UTP14A
ZNF24	SETDB1
ZNF24	ZNF446
ZNF24	CCDC130
ZNF24	EEF1G
ZNF24	ZBTB16
ZNF24	C7orf64
ANXA5	COL2A1
ZNF24	SCAND1
ZNF24	ZNF434
ZNF24	COPS6
ZNF24	KIAA1377
ZNF24	C1orf103
ZBTB25	TRAF2
ZBTB25	MAPK9
ZBTB25	MDFI
ZBTB25	SORBS3
ZBTB25	C19orf50
TTN	ACTA1
FN1	COL2A1
ASL	QARS
FBP1	FXR2
FBP1	HSPA8
FBP1	RNF183
FBP1	ASCC2
FBP1	C14orf135
FBP1	LNX1
NCF1	TRIM9
CBS	FXR2
CBS	C17orf28
FGF7	COL2A1
CBS	VTA1
GCSH	NMI
ASPA	ASPA
NAA10	EHMT2
MAGEA1	TRIM31
MAGEA1	UQCRB
MAGEA1	SMCR7L
MAGEA1	SH3GLB2
XIAP	DYNLL2
XIAP	WDYHV1
MAG	COL2A1
RBM10	FAM124A
RBM10	PTBP2
NONO	NONO
NONO	PIN1
NONO	MAD1L1
NONO	FXR2
NONO	ZNRD1
NONO	PLEKHF2
TEX28	EPS8
DKC1	EEF1G
SPARC	COL2A1
MAGEB4	FTSJ3
ASMTL	ASMTL
MAGEA4	TRIM69
MAGEA4	UQCRB
MAGEA4	TEKT4
MAGEA12	STAT5A
ZBED1	RENBP
ZBED1	FANCG
ZBED1	NUDT18
ZBED1	UBE2I
THBS1	COL2A1
ZBED1	SPEF1
ZBED1	GPN1
ZBED1	NIF3L1
ZBED1	SORBS3
ZBED1	NIP7
ZBED1	GPSM1
RBMX	FXR2
RBMX	CIRBP
RBMX	CCDC33
TGFB1	COL2A1
RBMX	KHDRBS3
RBMX	RBM7
RBMX	SORBS3
RBMX	FAM103A1
RBMX	KHDRBS2
RBMX	LNX1
RBMX	PSMF1
MID2	DYDC1
RAI2	CTBP2
RAI2	SGTB
BGN	COL2A1
OGT	NUP62CL
ENOX2	MAGEA11
ENOX2	ENOX1
PIM2	CUTC
DYNLT3	DYNLT3
DYNLT3	DYNC1I2
DYNLT3	TESC
TEX11	MEF2B
TEX11	NRIP1
TEX11	MAD1L1
ATXN1	KIAA0174
TEX11	DUSP6
TEX11	ALS2CR11
TEX11	STMN2
TEX11	CCDC11
TEX11	EFHC1
TEX11	HYI
TEX11	KIAA1217
TEX11	POM121
TEX11	RIBC2
TEX11	C10orf82
COMP	COL2A1
TEX11	NECAB2
TEX11	TCHP
TEX11	SNX7
TEX11	LIN37
TEX11	KIAA0408
TEX11	COL20A1
TEX11	ZNF414
TEX11	TSC22D4
SSX4	HIF1A
RAB33A	RABAC1
DDR1	COL2A1
RAB33A	RTN4
RAB33A	RTN3
MAGEA11	CDKN2B
MAGEA11	MLF1
MAGEA11	NDUFB9
MAGEA11	BIRC2
MAGEA11	PHYH
MAGEA11	ILF3
MAGEA11	NOL4
MAGEA11	AKR1C3
ABL1	ACTA1
PKD1	COL2A1
MAGEA11	PRDX3
MAGEA11	MYOZ1
MAGEA11	COX7A2L
MAGEA11	NDEL1
MAGEA11	BEX2
MAGEA11	ARHGAP29
MAGEA11	FAM156A
MAGEA11	TMEM123
MAGEA11	OTUB2
MAGEA11	RADIL
TGFBI	COL2A1
MAGEA11	CCDC14
MAGEA11	SH2D4A
MAGEA11	TRMT1
MAGEA11	C2orf51
MAGEA11	C1orf65
MAGEA11	WTAP
MAGEA11	PNKP
MAGEA11	NDUFAF1
MAGEA11	DNAJC10
MAGEA11	VTA1
PRELP	COL2A1
MAGEA11	CLUAP1
MAGEA11	SPRYD5
MAGEA11	NIF3L1
